activity_id,opp_id,type,rep_id,timestamp,duration_min
ACT05798,O00041,Call,R021,2024-01-05,15
ACT05799,O00005,Email,R009,2023-10-04,30
ACT05800,O00536,Meeting,R018,2024-05-18,45
ACT05801,O00655,Meeting,R002,2024-10-03,30
ACT05802,O00658,Call,R025,2023-05-25,30
ACT05803,O00019,Call,R004,2023-06-03,45
ACT05804,O00649,Call,R003,2024-10-21,60
ACT05805,O00641,Call,R016,2023-10-09,30
ACT05806,O00586,Call,R013,2024-11-08,45
ACT05807,O00153,Email,R006,2023-08-21,30
ACT05808,O00418,Email,R004,2024-10-11,15
ACT05809,O00394,Email,R002,2023-01-14,60
ACT05810,O00655,Email,R001,2023-05-20,45
ACT05811,O00177,Meeting,R021,2024-12-28,60
ACT05812,O00143,Demo,R023,2024-08-10,60
ACT05813,O00373,Email,R016,2024-10-12,45
ACT05814,O00026,Demo,R016,2024-12-07,15
ACT05815,O00658,Demo,R010,2024-02-05,45
ACT05816,O00418,Meeting,R009,2023-02-20,60
ACT05817,O00556,Meeting,R007,2024-01-06,45
ACT05818,O00260,Demo,R008,2023-09-18,45
ACT05819,O00742,Call,R009,2024-01-25,60
ACT05820,O00563,Meeting,R012,2024-06-10,30
ACT05821,O00683,Demo,R017,2023-07-23,45
ACT05822,O00576,Email,R022,2023-12-28,60
ACT05823,O00646,Email,R014,2024-05-21,30
ACT05824,O00445,Meeting,R010,2024-06-14,45
ACT05825,O00247,Email,R001,2024-11-09,60
ACT05826,O00485,Demo,R017,2024-04-27,15
ACT05827,O00521,Demo,R008,2023-06-12,60
ACT05828,O00790,Email,R022,2024-10-26,45
ACT05829,O00308,Email,R024,2024-03-16,45
ACT05830,O00549,Call,R012,2023-01-25,45
ACT05831,O00327,Call,R012,2023-02-02,30
ACT05832,O00545,Demo,R013,2024-04-19,30
ACT05833,O00751,Call,R002,2024-04-13,30
ACT05834,O00288,Email,R025,2024-09-09,30
ACT05835,O00581,Call,R023,2024-04-23,60
ACT05836,O00233,Meeting,R005,2024-08-27,45
ACT05837,O00277,Demo,R022,2024-10-05,15
ACT05838,O00248,Call,R003,2024-03-07,30
ACT05839,O00344,Demo,R004,2023-12-29,15
ACT05840,O00693,Email,R023,2024-12-14,15
ACT05841,O00308,Demo,R001,2024-11-04,30
ACT05842,O00576,Call,R010,2023-08-03,45
ACT05843,O00233,Call,R005,2024-04-20,45
ACT05844,O00791,Email,R008,2024-05-18,45
ACT05845,O00193,Call,R024,2023-04-13,15
ACT05846,O00146,Email,R022,2023-12-28,15
ACT05847,O00282,Email,R013,2024-01-02,30
ACT05848,O00472,Demo,R005,2024-07-18,60
ACT05849,O00692,Meeting,R006,2024-11-14,45
ACT05850,O00114,Call,R017,2024-01-08,60
ACT05851,O00229,Email,R018,2024-11-24,45
ACT05852,O00357,Demo,R011,2023-03-24,45
ACT05853,O00648,Meeting,R002,2024-09-10,15
ACT05854,O00599,Email,R011,2023-04-07,15
ACT05855,O00489,Demo,R012,2024-01-02,45
ACT05856,O00774,Email,R023,2024-04-09,15
ACT05857,O00784,Meeting,R005,2024-04-30,30
ACT05858,O00557,Call,R014,2024-04-11,30
ACT05859,O00254,Meeting,R009,2024-01-30,15
ACT05860,O00144,Call,R022,2023-11-22,60
ACT05861,O00384,Meeting,R024,2023-06-20,60
ACT05862,O00264,Call,R006,2024-03-10,15
ACT05863,O00527,Demo,R017,2023-05-02,60
ACT05864,O00402,Email,R001,2024-08-26,15
ACT05865,O00435,Email,R003,2024-09-09,60
ACT05866,O00247,Call,R008,2024-09-25,45
ACT05867,O00076,Meeting,R024,2024-05-20,15
ACT05868,O00319,Demo,R002,2024-12-30,45
ACT05869,O00739,Email,R005,2024-11-24,60
ACT05870,O00452,Email,R022,2023-04-13,30
ACT05871,O00779,Email,R009,2023-08-23,15
ACT05872,O00316,Demo,R003,2024-11-04,45
ACT05873,O00666,Email,R002,2023-05-29,45
ACT05874,O00623,Email,R013,2023-11-01,45
ACT05875,O00048,Email,R018,2023-06-29,30
ACT05876,O00110,Email,R009,2023-05-16,60
ACT05877,O00371,Demo,R015,2024-01-23,60
ACT05878,O00190,Call,R004,2023-12-06,45
ACT05879,O00605,Call,R024,2023-10-20,45
ACT05880,O00199,Call,R017,2024-12-25,30
ACT05881,O00663,Demo,R008,2024-03-22,45
ACT05882,O00231,Call,R002,2024-12-03,30
ACT05883,O00681,Meeting,R016,2023-05-02,15
ACT05884,O00329,Call,R014,2023-05-31,15
ACT05885,O00690,Meeting,R020,2023-05-10,60
ACT05886,O00348,Call,R015,2023-08-07,30
ACT05887,O00522,Call,R014,2023-05-25,15
ACT05888,O00762,Call,R024,2024-05-30,60
ACT05889,O00235,Email,R006,2023-04-11,30
ACT05890,O00407,Call,R011,2024-03-29,30
ACT05891,O00696,Meeting,R014,2024-05-10,15
ACT05892,O00792,Call,R012,2023-05-21,60
ACT05893,O00500,Call,R015,2024-10-20,45
ACT05894,O00355,Call,R012,2023-07-21,15
ACT05895,O00261,Demo,R011,2023-02-22,15
ACT05896,O00182,Call,R005,2024-10-23,60
ACT05897,O00761,Email,R018,2024-05-21,15
ACT05898,O00219,Demo,R021,2023-12-21,15
ACT05899,O00175,Demo,R017,2024-02-14,60
ACT05900,O00780,Meeting,R002,2023-09-01,15
ACT05901,O00279,Call,R020,2023-07-30,45
ACT05902,O00418,Meeting,R022,2023-12-23,45
ACT05903,O00641,Call,R018,2024-12-29,30
ACT05904,O00246,Meeting,R018,2024-06-01,15
ACT05905,O00046,Call,R008,2024-07-16,30
ACT05906,O00458,Email,R003,2023-02-19,45
ACT05907,O00103,Email,R008,2023-10-15,60
ACT05908,O00062,Call,R018,2023-11-14,30
ACT05909,O00153,Call,R004,2023-08-29,30
ACT05910,O00371,Email,R006,2023-02-02,30
ACT05911,O00702,Call,R025,2024-11-19,60
ACT05912,O00536,Call,R024,2024-10-14,60
ACT05913,O00228,Meeting,R001,2023-09-01,15
ACT05914,O00665,Meeting,R008,2024-01-25,15
ACT05915,O00478,Demo,R021,2024-05-12,60
ACT05916,O00494,Email,R002,2023-02-13,15
ACT05917,O00363,Email,R003,2023-09-21,15
ACT05918,O00800,Call,R016,2023-01-10,60
ACT05919,O00117,Meeting,R008,2023-10-03,45
ACT05920,O00029,Demo,R004,2023-07-04,30
ACT05921,O00470,Call,R017,2024-01-16,15
ACT05922,O00784,Call,R025,2024-08-21,15
ACT05923,O00638,Demo,R021,2023-11-08,45
ACT05924,O00266,Demo,R014,2024-09-12,60
ACT05925,O00146,Meeting,R012,2023-12-13,60
ACT05926,O00118,Email,R015,2024-03-14,60
ACT05927,O00081,Email,R015,2024-04-01,15
ACT05928,O00705,Meeting,R025,2023-05-25,60
ACT05929,O00247,Demo,R013,2023-04-20,30
ACT05930,O00760,Meeting,R025,2024-01-26,60
ACT05931,O00557,Email,R001,2024-01-17,45
ACT05932,O00507,Email,R015,2023-04-11,30
ACT05933,O00558,Meeting,R024,2023-10-21,15
ACT05934,O00170,Email,R007,2024-12-04,45
ACT05935,O00684,Meeting,R003,2023-11-06,45
ACT05936,O00401,Meeting,R006,2024-05-21,60
ACT05937,O00210,Email,R001,2023-10-31,15
ACT05938,O00074,Meeting,,2023-04-10,45
ACT05939,O00179,Call,R012,2023-07-10,45
ACT05940,O00524,Email,R004,2024-09-07,60
ACT05941,O00545,Meeting,R007,2024-03-01,45
ACT05942,O00491,Call,R009,2024-02-02,45
ACT05943,O00387,Meeting,R019,2024-06-06,60
ACT05944,O00023,Email,R013,2024-07-18,30
ACT05945,O00004,Call,R009,2024-07-08,30
ACT05946,O00499,Email,R013,2023-08-21,15
ACT05947,O00784,Demo,R019,2023-07-05,30
ACT05948,O00799,Call,R022,2024-10-21,30
ACT05949,O00495,Call,R013,2023-12-04,30
ACT05950,O00287,Call,R002,2023-09-28,15
ACT05951,O00387,Email,,2023-04-07,15
ACT05952,O00557,Meeting,R006,2023-05-12,30
ACT05953,O00288,Meeting,R004,2024-06-15,30
ACT05954,O00021,Call,R018,2023-04-27,60
ACT05955,O00714,Meeting,R021,2023-02-24,60
ACT05956,O00343,Meeting,R017,2024-09-19,45
ACT05957,O00591,Meeting,R010,2024-08-18,60
ACT05958,O00640,Call,R011,2023-06-15,30
ACT05959,O00110,Meeting,R004,2023-04-24,45
ACT05960,O00560,Meeting,R011,2024-03-03,45
ACT05961,O00530,Call,R018,2024-09-26,15
ACT05962,O00010,Meeting,R003,2024-05-19,30
ACT05963,O00648,Demo,R014,2023-09-07,15
ACT05964,O00418,Email,R004,2023-06-22,60
ACT05965,O00376,Demo,R015,2023-07-02,60
ACT05966,O00106,Meeting,R020,2023-11-09,60
ACT05967,O00224,Meeting,R018,2024-06-03,15
ACT05968,O00091,Email,R017,2024-12-07,15
ACT05969,O00402,Email,R023,2023-02-18,15
ACT05970,O00782,Email,R021,2023-01-14,60
ACT05971,O00079,Meeting,R016,2023-12-23,30
ACT05972,O00700,Email,R004,2024-02-03,30
ACT05973,O00708,Email,R014,2023-05-04,30
ACT05974,O00079,Meeting,R020,2024-06-23,45
ACT05975,O00275,Call,R025,2023-02-16,45
ACT05976,O00706,Call,R008,2024-05-02,30
ACT05977,O00616,Demo,R024,2023-10-30,45
ACT05978,O00529,Demo,R017,2023-08-19,45
ACT05979,O00712,Meeting,R008,2024-11-27,15
ACT05980,O00157,Meeting,R009,2023-08-12,30
ACT05981,O00149,Demo,R025,2023-12-17,15
ACT05982,O00449,Demo,R003,2024-09-06,30
ACT05983,O00331,Call,R021,2023-09-18,60
ACT05984,O00432,Email,R004,2024-12-21,30
ACT05985,O00724,Email,R013,2023-02-08,15
ACT05986,O00713,Meeting,R008,2024-08-08,45
ACT05987,O00367,Demo,R004,2023-08-01,45
ACT05988,O00326,Email,R004,2023-11-18,60
ACT05989,O00223,Call,R020,2023-09-06,15
ACT05990,O00791,Meeting,R020,2024-02-14,45
ACT05991,O00794,Call,R021,2024-08-24,60
ACT05992,O00713,Demo,R012,2024-08-16,60
ACT05993,O00139,Demo,R024,2023-02-02,30
ACT05994,O00720,Call,R015,2024-05-10,30
ACT05995,O00337,Call,R014,2024-02-15,15
ACT05996,O00069,Email,R007,2024-09-28,60
ACT05997,O00197,Meeting,R015,2023-01-30,60
ACT05998,O00710,Email,R004,2024-05-05,30
ACT05999,O00724,Demo,R001,2024-12-24,30
ACT06000,O00313,Email,R021,2023-06-25,30
ACT06001,O00753,Demo,R004,2024-12-05,30
ACT06002,O00063,Meeting,R022,2023-09-09,30
ACT06003,O00752,Email,R014,2023-11-17,45
ACT06004,O00015,Call,R018,2023-04-13,45
ACT06005,O00298,Demo,R006,2023-10-31,45
ACT06006,O00160,Call,R006,2024-12-10,45
ACT06007,O00251,Demo,R001,2024-12-15,45
ACT06008,O00450,Meeting,R012,2024-12-19,15
ACT06009,O00121,Meeting,R022,2023-03-08,45
ACT06010,O00427,Demo,R001,2024-09-19,45
ACT06011,O00106,Demo,R016,2023-12-26,30
ACT06012,O00636,Call,R007,2024-04-23,15
ACT06013,O00328,Demo,R021,2023-05-18,45
ACT06014,O00333,Call,R022,2024-10-10,15
ACT06015,O00521,Email,R013,2023-03-19,15
ACT06016,O00028,Email,R011,2024-01-28,45
ACT06017,O00632,Demo,R006,2024-08-14,30
ACT06018,O00037,Email,R008,2024-05-06,60
ACT06019,O00729,Meeting,R014,2024-08-20,60
ACT06020,O00615,Email,R025,2023-06-21,45
ACT06021,O00240,Email,R018,2024-01-28,15
ACT06022,O00583,Demo,R003,2023-03-08,30
ACT06023,O00624,Call,R020,2023-08-25,45
ACT06024,O00130,Demo,R021,2024-10-08,30
ACT06025,O00302,Call,R013,2024-03-10,30
ACT06026,O00525,Email,R009,2024-02-24,30
ACT06027,O00207,Demo,R022,2024-06-13,30
ACT06028,O00244,Demo,R007,2024-04-28,45
ACT06029,O00105,Meeting,R014,2024-09-18,45
ACT06030,O00750,Call,R017,2024-03-21,45
ACT06031,O00295,Email,R010,2023-09-13,30
ACT06032,O00393,Email,R018,2023-12-04,45
ACT06033,O00022,Meeting,R009,2023-07-29,45
ACT06034,O00023,Demo,R006,2024-07-26,45
ACT06035,O00624,Demo,R016,2024-10-08,15
ACT06036,O00255,Meeting,R020,2024-03-08,45
ACT06037,O00335,Email,R011,2024-09-07,15
ACT06038,O00482,Meeting,R011,2023-02-15,45
ACT06039,O00469,Call,R018,2024-06-19,30
ACT06040,O00005,Call,R025,2024-08-29,45
ACT06041,O00281,Email,R018,2024-06-04,60
ACT06042,O00218,Demo,R010,2024-09-17,60
ACT06043,O00683,Meeting,R017,2024-03-20,60
ACT06044,O00461,Demo,R015,2023-01-17,60
ACT06045,O00718,Call,R015,2024-12-18,15
ACT06046,O00444,Call,R003,2023-09-25,60
ACT06047,O00085,Call,R001,2023-08-09,45
ACT06048,O00734,Meeting,R004,2023-12-11,60
ACT06049,O00492,Demo,R014,2024-03-18,45
ACT06050,O00001,Demo,R003,2024-07-09,60
ACT06051,O00021,Call,R013,2024-05-18,45
ACT06052,O00268,Email,R007,2023-10-18,30
ACT06053,O00377,Meeting,R019,2024-06-13,45
ACT06054,O00020,Demo,R011,2023-01-18,45
ACT06055,O00419,Meeting,R023,2024-08-13,30
ACT06056,O00497,Demo,R010,2023-02-16,30
ACT06057,O00730,Demo,R006,2024-07-28,60
ACT06058,O00074,Meeting,R023,2024-07-03,30
ACT06059,O00340,Meeting,R004,2023-11-04,15
ACT06060,O00134,Demo,R002,2024-11-29,30
ACT06061,O00552,Demo,R023,2024-05-17,60
ACT06062,O00763,Email,R025,2024-01-21,45
ACT06063,O00527,Call,R021,2024-02-26,30
ACT06064,O00530,Demo,R019,2023-09-08,60
ACT06065,O00573,Call,R022,2024-01-30,30
ACT06066,O00331,Demo,R008,2023-01-20,15
ACT06067,O00023,Call,R025,2023-05-25,60
ACT06068,O00563,Meeting,R020,2023-12-08,15
ACT06069,O00626,Email,R001,2023-10-29,45
ACT06070,O00151,Meeting,R015,2023-12-25,60
ACT06071,O00778,Meeting,R002,2023-08-10,60
ACT06072,O00336,Meeting,R005,2023-02-22,30
ACT06073,O00766,Meeting,R007,2023-09-17,45
ACT06074,O00697,Demo,R007,2024-10-05,45
ACT06075,O00413,Meeting,R024,2023-09-08,30
ACT06076,O00108,Call,R022,2023-06-04,30
ACT06077,O00228,Demo,R015,2024-11-26,60
ACT06078,O00091,Meeting,R023,2023-02-18,60
ACT06079,O00226,Call,R015,2023-11-05,45
ACT06080,O00366,Meeting,R015,2024-03-14,30
ACT06081,O00692,Meeting,R005,2024-02-02,30
ACT06082,O00402,Meeting,R018,2023-11-17,15
ACT06083,O00522,Meeting,R016,2023-09-29,60
ACT06084,O00792,Demo,R020,2023-10-07,45
ACT06085,O00666,Email,R010,2024-05-29,45
ACT06086,O00142,Demo,R007,2024-04-01,60
ACT06087,O00260,Call,R025,2023-09-03,60
ACT06088,O00399,Meeting,R014,2024-07-24,60
ACT06089,O00289,Call,R009,2023-06-03,15
ACT06090,O00492,Meeting,R015,2023-12-30,15
ACT06091,O00316,Meeting,R012,2023-07-24,45
ACT06092,O00091,Call,R011,2024-04-27,30
ACT06093,O00668,Email,R002,2024-09-28,15
ACT06094,O00034,Call,R019,2023-10-12,15
ACT06095,O00419,Demo,R013,2024-01-01,30
ACT06096,O00248,Demo,R024,2023-09-27,45
ACT06097,O00251,Demo,R021,2024-11-03,60
ACT06098,O00375,Email,R011,2023-07-04,30
ACT06099,O00694,Email,R014,2024-03-16,15
ACT06100,O00647,Call,R002,2023-09-24,60
ACT06101,O00030,Call,R003,2023-03-03,30
ACT06102,O00316,Demo,R014,2023-03-21,15
ACT06103,O00615,Meeting,R011,2023-03-24,15
ACT06104,O00561,Call,R022,2023-11-22,30
ACT06105,O00767,Meeting,R009,2024-02-16,60
ACT06106,O00079,Demo,R024,2023-11-10,60
ACT06107,O00460,Meeting,R003,2024-06-06,60
ACT06108,O00524,Meeting,R022,2023-01-01,45
ACT06109,O00738,Meeting,R024,2024-08-20,60
ACT06110,O00410,Meeting,R018,2023-05-31,15
ACT06111,O00759,Demo,R023,2023-05-17,45
ACT06112,O00414,Demo,R020,2024-08-23,45
ACT06113,O00018,Call,R009,2023-06-18,30
ACT06114,O00709,Email,R001,2023-07-04,30
ACT06115,O00509,Meeting,R010,2023-01-18,45
ACT06116,O00285,Meeting,R022,2023-09-05,60
ACT06117,O00179,Email,R003,2023-09-17,15
ACT06118,O00364,Call,R007,2023-04-01,60
ACT06119,O00386,Call,R010,2024-05-11,45
ACT06120,O00462,Email,R007,2024-07-19,15
ACT06121,O00260,Meeting,R024,2024-05-27,45
ACT06122,O00172,Demo,R015,2023-11-03,45
ACT06123,O00132,Call,R007,2023-12-02,45
ACT06124,O00289,Call,R001,2024-11-19,30
ACT06125,O00740,Email,R017,2024-05-07,30
ACT06126,O00366,Call,R018,2024-11-29,60
ACT06127,O00424,Demo,R016,2024-05-05,45
ACT06128,O00098,Email,R003,2023-07-28,45
ACT06129,O00079,Email,R001,2023-05-25,45
ACT06130,O00527,Demo,R007,2023-10-01,60
ACT06131,O00791,Demo,R018,2023-03-22,45
ACT06132,O00216,Demo,R021,2023-06-21,15
ACT06133,O00501,Demo,R011,2024-09-29,15
ACT06134,O00592,Demo,R023,2024-11-24,15
ACT06135,O00175,Meeting,R011,2024-01-05,15
ACT06136,O00386,Meeting,R012,2024-09-27,30
ACT06137,O00221,Email,R004,2024-08-24,30
ACT06138,O00319,Call,R018,2023-02-12,15
ACT06139,O00201,Call,R009,2024-01-30,30
ACT06140,O00266,Email,R023,2024-09-13,30
ACT06141,O00320,Email,R004,2024-12-06,45
ACT06142,O00589,Meeting,R024,2023-09-05,15
ACT06143,O00602,Call,R006,2023-03-06,45
ACT06144,O00159,Meeting,R007,2023-10-30,15
ACT06145,O00090,Demo,R024,2024-02-16,15
ACT06146,O00202,Email,R003,2023-12-07,45
ACT06147,O00372,Email,R002,2023-03-06,45
ACT06148,O00229,Call,R007,2023-03-02,45
ACT06149,O00304,Call,R015,2024-03-27,15
ACT06150,O00688,Call,R002,2024-09-23,60
ACT06151,O00370,Demo,R022,2023-11-17,45
ACT06152,O00468,Meeting,R024,2024-12-25,60
ACT06153,O00244,Demo,R011,2023-11-07,15
ACT06154,O00572,Email,R020,2024-08-28,15
ACT06155,O00145,Meeting,R020,2024-09-04,45
ACT06156,O00350,Email,R002,2024-03-02,45
ACT06157,O00701,Call,R020,2023-04-16,15
ACT06158,O00430,Call,R023,2024-01-27,60
ACT06159,O00707,Call,R001,2023-03-02,30
ACT06160,O00164,Demo,R005,2023-05-07,60
ACT06161,O00549,Email,R014,2024-05-30,30
ACT06162,O00156,Call,R021,2024-05-26,45
ACT06163,O00654,Meeting,R006,2024-10-27,60
ACT06164,O00634,Meeting,R005,2023-02-01,30
ACT06165,O00647,Demo,R016,2024-08-09,15
ACT06166,O00764,Call,R001,2023-12-20,30
ACT06167,O00143,Demo,R016,2023-05-13,30
ACT06168,O00565,Meeting,R002,2024-12-21,30
ACT06169,O00162,Email,R001,2023-02-17,60
ACT06170,O00274,Demo,R020,2024-05-20,30
ACT06171,O00261,Email,R018,2024-04-19,15
ACT06172,O00149,Demo,R003,2023-10-30,45
ACT06173,O00191,Call,R011,2024-11-24,15
ACT06174,O00724,Email,R021,2024-06-12,60
ACT06175,O00017,Meeting,R002,2023-10-22,15
ACT06176,O00178,Email,R009,2023-01-14,60
ACT06177,O00368,Demo,R016,2023-09-27,60
ACT06178,O00409,Demo,R002,2024-08-16,15
ACT06179,O00264,Call,R021,2024-05-29,45
ACT06180,O00447,Meeting,R023,2023-09-23,30
ACT06181,O00037,Call,R013,2023-12-04,45
ACT06182,O00442,Email,R008,2024-06-11,60
ACT06183,O00544,Meeting,R024,2024-01-26,45
ACT06184,O00436,Email,R003,2023-07-30,60
ACT06185,O00675,Call,R014,2024-10-24,30
ACT06186,O00142,Call,R003,2023-04-11,30
ACT06187,O00570,Meeting,R001,2023-10-14,60
ACT06188,O00604,Demo,R022,2024-04-02,15
ACT06189,O00772,Call,R007,2024-06-05,15
ACT06190,O00213,Demo,R004,2023-09-20,45
ACT06191,O00748,Email,,2023-06-22,45
ACT06192,O00316,Call,R019,2024-12-29,15
ACT06193,O00266,Meeting,R019,2023-02-18,45
ACT06194,O00239,Demo,R015,2023-05-12,30
ACT06195,O00603,Demo,R003,2024-02-23,60
ACT06196,O00221,Call,R019,2023-12-06,30
ACT06197,O00130,Meeting,R016,2023-01-09,45
ACT06198,O00523,Meeting,R021,2024-06-25,60
ACT06199,O00340,Meeting,R023,2024-11-07,30
ACT06200,O00608,Email,R012,2024-11-10,30
ACT06201,O00163,Email,R023,2024-07-03,15
ACT06202,O00779,Call,R017,2023-08-12,30
ACT06203,O00252,Demo,R007,2023-02-12,60
ACT06204,O00523,Demo,R014,2024-07-02,45
ACT06205,O00698,Meeting,R016,2024-02-24,60
ACT06206,O00515,Call,R020,2024-02-13,45
ACT06207,O00332,Email,R016,2023-10-03,45
ACT06208,O00589,Demo,R019,2024-05-01,45
ACT06209,O00151,Call,R008,2024-01-01,30
ACT06210,O00084,Meeting,R011,2023-12-19,45
ACT06211,O00615,Email,R017,2024-12-17,60
ACT06212,O00282,Meeting,R009,2023-03-31,15
ACT06213,O00723,Demo,R017,2024-01-31,30
ACT06214,O00439,Meeting,R011,2023-05-04,15
ACT06215,O00632,Meeting,R014,2023-09-21,45
ACT06216,O00230,Demo,R020,2024-02-21,45
ACT06217,O00326,Call,R025,2024-01-02,60
ACT06218,O00319,Call,R020,2024-02-17,60
ACT06219,O00543,Meeting,R008,2023-01-09,15
ACT06220,O00580,Email,R012,2024-05-31,30
ACT06221,O00063,Call,R013,2023-07-16,15
ACT06222,O00088,Demo,R019,2024-05-01,30
ACT06223,O00177,Demo,R005,2023-05-10,45
ACT06224,O00778,Email,R010,2024-11-09,30
ACT06225,O00492,Meeting,R014,2024-07-20,15
ACT06226,O00582,Demo,R014,2024-11-01,15
ACT06227,O00085,Call,R009,2023-01-09,30
ACT06228,O00202,Demo,R018,2023-01-06,15
ACT06229,O00342,Email,R015,2023-09-05,45
ACT06230,O00540,Meeting,R013,2024-05-12,15
ACT06231,O00355,Demo,R009,2023-10-07,60
ACT06232,O00017,Demo,R008,2024-08-22,30
ACT06233,O00403,Call,R020,2024-03-23,60
ACT06234,O00274,Meeting,R021,2024-12-18,30
ACT06235,O00508,Email,R002,2024-10-06,45
ACT06236,O00768,Email,R013,2024-12-14,45
ACT06237,O00640,Call,R004,2024-09-05,30
ACT06238,O00728,Demo,R014,2024-03-31,30
ACT06239,O00514,Demo,R024,2023-02-13,30
ACT06240,O00088,Demo,R011,2024-10-26,30
ACT06241,O00571,Email,R001,2024-11-20,60
ACT06242,O00465,Demo,R011,2024-07-16,30
ACT06243,O00092,Email,R013,2023-07-06,60
ACT06244,O00267,Email,R020,2024-01-15,60
ACT06245,O00490,Demo,R010,2024-02-09,15
ACT06246,O00457,Call,R016,2023-12-18,15
ACT06247,O00683,Call,R020,2024-05-31,15
ACT06248,O00468,Meeting,R012,2024-01-15,15
ACT06249,O00157,Demo,R010,2023-04-09,45
ACT06250,O00619,Email,R011,2023-07-30,15
ACT06251,O00440,Demo,R020,2024-07-08,30
ACT06252,O00533,Email,R017,2024-10-21,45
ACT06253,O00679,Meeting,R009,2024-03-26,60
ACT06254,O00445,Demo,R013,2023-11-23,15
ACT06255,O00493,Call,R012,2023-11-30,45
ACT06256,O00743,Demo,R021,2024-12-26,30
ACT06257,O00654,Demo,R008,2024-03-18,60
ACT06258,O00674,Meeting,R004,2023-12-11,60
ACT06259,O00578,Email,R005,2023-01-03,45
ACT06260,O00787,Call,R016,2024-02-19,30
ACT06261,O00306,Call,R012,2023-08-04,45
ACT06262,O00608,Meeting,R015,2023-05-08,15
ACT06263,O00680,Call,R004,2023-05-07,45
ACT06264,O00659,Demo,R015,2024-04-10,30
ACT06265,O00785,Demo,R020,2023-09-27,30
ACT06266,O00680,Call,R022,2023-09-26,60
ACT06267,O00137,Email,R012,2024-01-10,60
ACT06268,O00513,Demo,R013,2023-09-18,15
ACT06269,O00229,Demo,R009,2024-10-25,60
ACT06270,O00317,Call,R013,2024-06-30,45
ACT06271,O00665,Demo,R015,2023-08-08,45
ACT06272,O00156,Email,R005,2024-07-03,45
ACT06273,O00382,Demo,R018,2023-01-19,45
ACT06274,O00498,Demo,R016,2024-01-06,15
ACT06275,O00670,Meeting,R013,2023-02-15,30
ACT06276,O00544,Demo,R021,2024-10-17,15
ACT06277,O00796,Email,R014,2023-06-21,30
ACT06278,O00219,Demo,R015,2023-01-02,45
ACT06279,O00019,Meeting,R004,2023-09-15,60
ACT06280,O00608,Meeting,R021,2023-04-09,45
ACT06281,O00748,Meeting,R022,2024-08-27,60
ACT06282,O00738,Email,R010,2023-05-08,45
ACT06283,O00731,Demo,R019,2023-12-15,15
ACT06284,O00531,Email,R016,2023-10-18,45
ACT06285,O00732,Meeting,R002,2023-05-06,60
ACT06286,O00027,Email,R020,2024-02-02,15
ACT06287,O00020,Call,R015,2023-12-23,15
ACT06288,O00675,Call,R025,2023-04-18,60
ACT06289,O00768,Call,R013,2024-04-16,45
ACT06290,O00589,Call,R016,2024-07-10,60
ACT06291,O00718,Email,R017,2023-11-17,45
ACT06292,O00697,Call,R013,2024-12-21,30
ACT06293,O00113,Demo,R019,2023-08-31,60
ACT06294,O00456,Meeting,R022,2023-09-13,45
ACT06295,O00203,Meeting,R016,2023-09-03,45
ACT06296,O00690,Demo,R023,2024-06-23,60
ACT06297,O00047,Meeting,R002,2024-04-10,30
ACT06298,O00137,Email,R009,2023-03-29,30
ACT06299,O00237,Demo,R004,2023-07-18,15
ACT06300,O00077,Demo,R007,2023-02-18,60
ACT06301,O00318,Email,R016,2024-10-12,45
ACT06302,O00630,Email,R014,2024-02-19,30
ACT06303,O00322,Meeting,R023,2024-08-04,60
ACT06304,O00453,Call,R023,2023-10-02,15
ACT06305,O00201,Call,R022,2023-02-22,60
ACT06306,O00690,Email,R012,2024-10-05,60
ACT06307,O00374,Email,R013,2023-01-26,30
ACT06308,O00351,Email,R022,2024-03-01,30
ACT06309,O00747,Meeting,R019,2023-09-28,15
ACT06310,O00145,Meeting,R014,2024-08-20,15
ACT06311,O00091,Email,R022,2023-05-12,30
ACT06312,O00171,Call,R009,2024-10-03,30
ACT06313,O00331,Email,R013,2023-03-26,15
ACT06314,O00600,Meeting,R021,2024-07-13,30
ACT06315,O00342,Demo,R013,2023-11-23,60
ACT06316,O00271,Demo,R013,2024-01-17,30
ACT06317,O00186,Demo,R022,2023-11-21,45
ACT06318,O00294,Call,R004,2024-06-17,15
ACT06319,O00792,Demo,R003,2023-08-07,60
ACT06320,O00461,Email,R017,2023-01-19,45
ACT06321,O00148,Call,R007,2024-07-19,15
ACT06322,O00707,Email,R015,2024-03-15,45
ACT06323,O00800,Call,R018,2023-10-14,60
ACT06324,O00083,Demo,R013,2024-11-17,30
ACT06325,O00170,Call,R003,2023-09-25,30
ACT06326,O00204,Email,R011,2023-10-01,15
ACT06327,O00100,Call,R006,2024-03-29,30
ACT06328,O00555,Email,R013,2023-01-12,30
ACT06329,O00002,Meeting,R025,2024-02-09,45
ACT06330,O00480,Meeting,R002,2024-08-09,15
ACT06331,O00432,Meeting,R014,2023-04-22,30
ACT06332,O00795,Meeting,R013,2023-05-28,45
ACT06333,O00003,Meeting,R014,2024-10-31,60
ACT06334,O00706,Call,R021,2024-03-02,30
ACT06335,O00097,Meeting,R005,2023-02-12,45
ACT06336,O00559,Meeting,R018,2023-02-20,45
ACT06337,O00106,Meeting,R019,2023-08-16,15
ACT06338,O00232,Email,R013,2023-11-01,45
ACT06339,O00411,Demo,R020,2024-03-15,60
